id,text,metadata.course_code,metadata.class_name,metadata.subject,metadata.subject_code,metadata.credits_raw,metadata.credits_min,metadata.credits_max,metadata.prereq_codes,metadata.coreq_codes,metadata.source_url,metadata.parent_id,metadata.chunk_index,metadata.chunk_count
cme-491-undergraduate-senior-design-thesis-ii::c2dcb47fb95d::chunk-1,"Course: CME 491 — Undergraduate Senior Design Thesis II Subject: Civil, Materials, and Environmental Engineering (CME) Credits: 0-8 Description: Introduction to engineering design and research methods: design tools, product conception and development, simulation, optimization, technical reports and presentations, literature survey and undergraduate thesis. Prerequisites: Consent of the instructor. Course Information: Extensive computer use required.",CME 491,Undergraduate Senior Design Thesis II,"Civil, Materials, and Environmental Engineering (CME)",CME,0-8,0.0,8.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/cme/,cme-491-undergraduate-senior-design-thesis-ii::c2dcb47fb95d,1,1
cme-493-seminar::90b32a87edf7::chunk-1,"Course: CME 493 — Seminar Subject: Civil, Materials, and Environmental Engineering (CME) Credits: 1-3 Description: Topics of mutual interest to a faculty and a group of students. Offered as announced in the Timetable.",CME 493,Seminar,"Civil, Materials, and Environmental Engineering (CME)",CME,1-3,1.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/cme/,cme-493-seminar::90b32a87edf7,1,1
cme-494-special-topics-in-civil-and-materials-engineering::409fb229c169::chunk-1,"Course: CME 494 — Special Topics in Civil and Materials Engineering Subject: Civil, Materials, and Environmental Engineering (CME) Credits: 1-4 Description: Subject matter varies from section to section and from semester to semester, depending on the specialties of the instructor. Prerequisites: Consent of the instructor. Course Information: May be repeated. Students may register in more than one section per term.",CME 494,Special Topics in Civil and Materials Engineering,"Civil, Materials, and Environmental Engineering (CME)",CME,1-4,1.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/cme/,cme-494-special-topics-in-civil-and-materials-engineering::409fb229c169,1,1
cme-496-special-problems::45a74ff5b58c::chunk-1,"Course: CME 496 — Special Problems Subject: Civil, Materials, and Environmental Engineering (CME) Credits: 1-4 Description: Special problems or reading by special arrangement with a faculty member. Prerequisites: Consent of the instructor.",CME 496,Special Problems,"Civil, Materials, and Environmental Engineering (CME)",CME,1-4,1.0,4.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/cme/,cme-496-special-problems::45a74ff5b58c,1,1
cme-497-capstone-design::79cc4df91b45::chunk-1,"Course: CME 497 — Capstone Design Subject: Civil, Materials, and Environmental Engineering (CME) Credits: 2 or 3 Description: Application of principles of engineering and design methods to the solution of a large-scale design program. Communicating design solu- tions through verbal and written media. Prerequisites: CME 396 CME 396 and at least three courses from the following list: CME 301 , CME 302 , CME 310 , CME 311 , CME 315 , CME 322. Course Information: Previously listed as CME 397.",CME 497,Capstone Design,"Civil, Materials, and Environmental Engineering (CME)",CME,2 or 3,2.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/cme/,cme-497-capstone-design::79cc4df91b45,1,1
comm-100-fundamentals-of-human-communication::ef62d6edec55::chunk-1,"Course: COMM 100 — Fundamentals of Human Communication Subject: Communication (COMM) Credits: 3 Description: Emphasis on strategies for public speaking, public presentations, and conducting meetings. Effective approaches to audience analysis, speaker/presenter credibility, using evidence, argument development, delivery, and planning meetings. Course Information: No Credit given toward major in Communication. Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested. Individual and Society course.",COMM 100,Fundamentals of Human Communication,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-100-fundamentals-of-human-communication::ef62d6edec55,1,1
comm-101-introduction-to-communication::b2afa953a741::chunk-1,"Course: COMM 101 — Introduction to Communication Subject: Communication (COMM) Credits: 3 Description: Introduction to central concepts in communication, including key terms and theories, specific contexts and key debates. Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested. Individual and Society course.",COMM 101,Introduction to Communication,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-101-introduction-to-communication::b2afa953a741,1,1
comm-102-introduction-to-interpersonal-communication::dc101191ff31::chunk-1,"Course: COMM 102 — Introduction to Interpersonal Communication Subject: Communication (COMM) Credits: 3 Description: Effective communication in human relationships; verbal and nonverbal messages; reflective listening, disclosure, showing affection, empathy, assertiveness; handling interpersonal conflict; cultural and gender differences. Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested. Individual and Society course.",COMM 102,Introduction to Interpersonal Communication,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-102-introduction-to-interpersonal-communication::dc101191ff31,1,1
comm-103-introduction-to-media::4229652df89c::chunk-1,"Course: COMM 103 — Introduction to Media Subject: Communication (COMM) Credits: 3 Description: Conceptualizing mass communication. Internal and external controls. Media and minorities. Individual and societal functions of the media. Individual and societal effects of the media. Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested. Individual and Society course.",COMM 103,Introduction to Media,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-103-introduction-to-media::4229652df89c,1,1
comm-105-black-film-1900-present-images-individuals-and-ideas-on-screen::646cd442fa7e::chunk-1,"Course: COMM 105 — Black Film, 1900 - Present: Images, Individuals and Ideas on Screen Subject: Communication (COMM) Credits: 3 Description: Examination of the history of black people in film – looking both at films by black people in the United States and the diaspora, and at the relationship between black filmmakers, performers, and audiences to national and global film industries. Course Information: Same as BLST 105 and MOVI 105. Creative Arts course, and US Society course.",COMM 105,"Black Film, 1900 - Present: Images, Individuals and Ideas on Screen",Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-105-black-film-1900-present-images-individuals-and-ideas-on-screen::646cd442fa7e,1,1
comm-140-fundamentals-of-social-media-and-communication::0fc3cfe44f43::chunk-1,"Course: COMM 140 — Fundamentals of Social Media and Communication Subject: Communication (COMM) Credits: 3 Description: Instruction and practice in the composition, analysis and dissemination of messages that employ media and social media in professional contexts. Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested. Individual and Society course.",COMM 140,Fundamentals of Social Media and Communication,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-140-fundamentals-of-social-media-and-communication::0fc3cfe44f43,1,1
comm-200-communication-technologies::c90eedf68282::chunk-1,"Course: COMM 200 — Communication Technologies Subject: Communication (COMM) Credits: 3 Description: Focus on historical and cultural aspects of technology, including identity, community, social justice, popular culture, everyday life. Technologies covered range from early nonverbal communication to AI and technologies of the future. Prerequisites: ENGL 160 and ENGL 161. Individual and Society course. Course Information: Same as MOVI 200. Some sections may be offered fully online or in a blended-online and classroom course setting. Use of computer and internet access is required for all online and blended sections. Consult the schedule of classes for mode of instruction. A high speed connection, while not required, is strongly suggested.",COMM 200,Communication Technologies,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-200-communication-technologies::c90eedf68282,1,1
comm-201-statistics-in-communication-research::5f5e391c51a3::chunk-1,"Course: COMM 201 — Statistics in Communication Research Subject: Communication (COMM) Credits: 3 Description: Processes of communication research as a social science; variables, hypotheses, and theories; conceptual and operational definition; sampling; research design; statistics; use of computers for research. Prerequisites: Credit or concurrent registration in COMM 101 ; and Credit or concurrent registration in COMM 102 ; and Credit or concurrent registration in COMM 103 ; and MATH 090 or MATH 105 or MATH 108 or any advanced math course with a minimum grade of C, or math placement above MATH 090 or MATH 105 or MATH 108. Credit or concurrent registration in COMM 101 Credit or concurrent registration in COMM 102 Credit or concurrent registration in COMM 103 Corequisites: Credit or concurrent registration in COMM 101 Credit or concurrent registration in COMM 102 Credit or concurrent registration in COMM 103 Prereq Codes (parsed): COMM 101, COMM 102, COMM 103 Coreq Codes (parsed): COMM 101, COMM 102, COMM 103",COMM 201,Statistics in Communication Research,Communication (COMM),COMM,3,3.0,3.0,"['COMM 101', 'COMM 102', 'COMM 103']","['COMM 101', 'COMM 102', 'COMM 103']",https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-201-statistics-in-communication-research::5f5e391c51a3,1,1
comm-203-gender-race-inclusion-and-diversity-grid-in-communication::5a41e7ed19c9::chunk-1,"Course: COMM 203 — Gender, Race, Inclusion and Diversity (GRID) in Communication Subject: Communication (COMM) Credits: 3 Description: Focus on gender, race, inclusion, and diversity (GRID) in professional, personal, and social communication contexts. Emphasis on empathy, equity, intersectionality, cultural identity, dialogue, class, power, ability, work, technology, and mobility. Prerequisites: ENGL 160 and ENGL 161. Course Information: Some sections may be offered fully online or in a blended-online course setting. Consult the Schedule of Classes for mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested.",COMM 203,"Gender, Race, Inclusion and Diversity (GRID) in Communication",Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-203-gender-race-inclusion-and-diversity-grid-in-communication::5a41e7ed19c9,1,1
comm-204-gender-and-popular-culture::ab11ced02f12::chunk-1,"Course: COMM 204 — Gender and Popular Culture Subject: Communication (COMM) Credits: 3 Description: Analysis of representations of gender and sexuality in popular and material culture, using contemporary theories. Focus is on US popular culture. Prerequisites: Sophomore standing or above; or consent of the instructor. Credit or concurrent registration in GWS 101 or Credit or concurrent registration in COMM 102 or Credit or concurrent registration in GWS 102 or Credit or concurrent registration in COMM 103 Corequisites: Credit or concurrent registration in GWS 101 or Credit or concurrent registration in COMM 102 or Credit or concurrent registration in GWS 102 or Credit or concurrent registration in COMM 103 Course Information: Same as GWS 204. Recommended Background: Credit or concurrent registration in GWS 101 or Credit or concurrent registration in COMM 102 or Credit or concurrent registration in GWS 102 or Credit or concurrent registration in COMM 103. Individual and Society course, and US Society course. Prereq Codes (parsed): GWS 101, COMM 102, GWS 102, COMM 103 Coreq Codes (parsed): GWS 101, COMM 102, GWS 102, COMM 103",COMM 204,Gender and Popular Culture,Communication (COMM),COMM,3,3.0,3.0,"['GWS 101', 'COMM 102', 'GWS 102', 'COMM 103']","['GWS 101', 'COMM 102', 'GWS 102', 'COMM 103']",https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-204-gender-and-popular-culture::ab11ced02f12,1,1
comm-205-the-health-media-environment::fa2a6d358f64::chunk-1,"Course: COMM 205 — The Health Media Environment Subject: Communication (COMM) Credits: 3 Description: Health issues coverage in the media (traditional, social, and future); misinformation, disinformation, fake news, health literacy, best practices. Foundational theory on health, news, and the media. Prerequisites: Completion of the English Composition requirement. Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested.",COMM 205,The Health Media Environment,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-205-the-health-media-environment::fa2a6d358f64,1,1
comm-206-public-relations-and-digital-media::6e3ece0944a1::chunk-1,Course: COMM 206 — Public Relations and Digital Media Subject: Communication (COMM) Credits: 3 Description: The basics of public relations strategy applied to a contemporary digital media environment. The ethics and practice of public relations. Prerequisites: ENGL 160 and ENGL 161.,COMM 206,Public Relations and Digital Media,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-206-public-relations-and-digital-media::6e3ece0944a1,1,1
comm-207-the-mass-media-and-politics::b4015a46d22c::chunk-1,"Course: COMM 207 — The Mass Media and Politics Subject: Communication (COMM) Credits: 3 Description: Impact of mass media coverage on political attitudes and the conduct of American politics. Communication policies and media institutions in times of rapid technological change. Prerequisites: One course in political science, sociology or contemporary history. Course Information: Same as POLS 207. Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested.",COMM 207,The Mass Media and Politics,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-207-the-mass-media-and-politics::b4015a46d22c,1,1
comm-210-race-media-and-culture::43bca934839a::chunk-1,"Course: COMM 210 — Race, Media and Culture Subject: Communication (COMM) Credits: 3 Description: The construction and dissemination of race through mediated structures. Includes but not limited to news, television, children's literature, advertising, movies, music, social media, and video games. Prerequisites: Completion of the English Composition requirement.",COMM 210,"Race, Media and Culture",Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-210-race-media-and-culture::43bca934839a,1,1
comm-216-digital-journalism::6873a90c9f79::chunk-1,"Course: COMM 216 — Digital Journalism Subject: Communication (COMM) Credits: 3 Description: Basics, best practices, and ethics of digital journalism. Assembling, producing, and publicizing news content for the contemporary digital news environment. Prerequisites: ENGL 160 and ENGL 161. Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested.",COMM 216,Digital Journalism,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-216-digital-journalism::6873a90c9f79,1,1
comm-220-social-media-and-marketing::215a9c49142b::chunk-1,"Course: COMM 220 — Social Media and Marketing Subject: Communication (COMM) Credits: 3 Description: The basics of marketing in the social media age.Theoretical and practical strategies used by corporations and non-profits to leverage digital communication and enhance brand identity, loyalty, and consumer engagement. Prerequisites: ENGL 160 and ENGL 161. Course Information: Course may be offered in a traditional, blended, or online format. Use of computer and internet access is required for all online and blended sections. Consult the Schedule of Classes for the mode of instruction.",COMM 220,Social Media and Marketing,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-220-social-media-and-marketing::215a9c49142b,1,1
comm-225-advertising-and-society::d9b8fbe1e39a::chunk-1,"Course: COMM 225 — Advertising and Society Subject: Communication (COMM) Credits: 3 Description: History and ethics of advertising in society and culture. Focus on controversies and exemplars, visual and design theory, and advertising processes. Emphasis on digital content creation, critique, and impact on society. Prerequisites: ENGL 160 and ENGL 161. Course Information: Some sections may be offered fully online or in a blended-online course setting. Consult the Schedule of Classes for mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested.",COMM 225,Advertising and Society,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-225-advertising-and-society::d9b8fbe1e39a,1,1
comm-230-ai-and-journalism::f365b53e6caf::chunk-1,"Course: COMM 230 — AI and Journalism Subject: Communication (COMM) Credits: 3 Description: Reporting with Artificial Intelligence (AI). Focus on knowledge production, research & experimentation. Infusion of AI tools into workflow. Ethical & legal copyright issues. Fact checking & transparency in the production & publishing process with AI. Prerequisites: ENGL 160 and ENGL 161. Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested.",COMM 230,AI and Journalism,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-230-ai-and-journalism::f365b53e6caf,1,1
comm-234-history-of-television::00ea24663770::chunk-1,"Course: COMM 234 — History of Television Subject: Communication (COMM) Credits: 3 Description: A critical history of television. Prerequisites: ENGL 160 and ENGL 161. Course Information: Same as ENGL 234 and MOVI 234. Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested.",COMM 234,History of Television,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-234-history-of-television::00ea24663770,1,1
comm-240-data-journalism::cca7658a572b::chunk-1,"Course: COMM 240 — Data Journalism Subject: Communication (COMM) Credits: 3 Description: The basics of journalism/reporting in the social media age. Theoretical and practical strategies used gather, analyze, and report data for current events, crime, politics and other news topics toward crafting interactive storytelling. Prerequisites: ENGL 160 and ENGL 161. Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested.",COMM 240,Data Journalism,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-240-data-journalism::cca7658a572b,1,1
comm-250-social-media-and-society::5249e6a74080::chunk-1,"Course: COMM 250 — Social Media and Society Subject: Communication (COMM) Credits: 3 Description: Social media platforms as they affect crucial social, political, and economic aspects of society. Prerequisites: ENGL 160 and ENGL 161. Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested.",COMM 250,Social Media and Society,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-250-social-media-and-society::5249e6a74080,1,1
comm-254-future-television::d38936df78a5::chunk-1,"Course: COMM 254 — Future Television Subject: Communication (COMM) Credits: 3 Description: The expansion of television and the forces shaping its future. Prerequisites: ENGL 160 and ENGL 161. Course Information: Same as MOVI 254. Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested.",COMM 254,Future Television,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-254-future-television::d38936df78a5,1,1
comm-260-games-as-social-technology::8727a130fdfc::chunk-1,Course: COMM 260 — Games as Social Technology Subject: Communication (COMM) Credits: 3 Description: Games as networked and collaborative technologies. Focus on community building and interaction; the social impact of gaming; use of gaming technologies for communication; representation in gaming. Prerequisites: Completion of the English Composition requirement.,COMM 260,Games as Social Technology,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-260-games-as-social-technology::8727a130fdfc,1,1
comm-270-digital-influencers::f713490220c1::chunk-1,"Course: COMM 270 — Digital Influencers Subject: Communication (COMM) Credits: 3 Description: Examines digital influencers and influencer culture. Focus on history, branding, content creation and analytics. Emphasis on impact on society, popular communication, and culture. Prerequisites: ENGL 160 and ENGL 161. Course Information: Some sections may be offered fully online or in a blended-online course setting. Consult the Schedule of Classes for mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested.",COMM 270,Digital Influencers,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-270-digital-influencers::f713490220c1,1,1
comm-294-introductory-topics::caabd1a7c7d8::chunk-1,"Course: COMM 294 — Introductory Topics Subject: Communication (COMM) Credits: 3 Description: Introductory analysis of contemporary issues in media, technology, and communication. Topics vary per semester and instructor. Prerequisites: ENGL 160 and ENGL 161. Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested.",COMM 294,Introductory Topics,Communication (COMM),COMM,3,3.0,3.0,[],[],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-294-introductory-topics::caabd1a7c7d8,1,1
comm-301-communication-research::3fdc0b4ec9fe::chunk-1,"Course: COMM 301 — Communication Research Subject: Communication (COMM) Credits: 3 Description: Designs and measurements for conducting empirical analyses of communication activities in both laboratory and business settings. Prerequisites: COMM 101 and COMM 102 and COMM 103 ; and Credit or concurrent registration in COMM 200. Open only to juniors and seniors and quantitative reasoning requirement met. Credit or concurrent registration in COMM 200 Corequisites: Credit or concurrent registration in COMM 200 Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested. Prereq Codes (parsed): COMM 200 Coreq Codes (parsed): COMM 200",COMM 301,Communication Research,Communication (COMM),COMM,3,3.0,3.0,['COMM 200'],['COMM 200'],https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-301-communication-research::3fdc0b4ec9fe,1,1
comm-303-communication-and-culture::f47eef17c569::chunk-1,"Course: COMM 303 — Communication and Culture Subject: Communication (COMM) Credits: 3 Description: Examination of the relationship between communication and culture through an exploration of the general theoretical principles linking cultural influences and communicative acts. Prerequisites: COMM 101 and COMM 103 ; and Credit or concurrent registration in COMM 102 ; and Credit or concurrent registration in COMM 200. Credit or concurrent registration in COMM 102 Credit or concurrent registration in COMM 200 Corequisites: Credit or concurrent registration in COMM 102 Credit or concurrent registration in COMM 200 Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested. Prereq Codes (parsed): COMM 102, COMM 200 Coreq Codes (parsed): COMM 102, COMM 200",COMM 303,Communication and Culture,Communication (COMM),COMM,3,3.0,3.0,"['COMM 102', 'COMM 200']","['COMM 102', 'COMM 200']",https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-303-communication-and-culture::f47eef17c569,1,1
comm-304-gender-and-communication::060ccf05d333::chunk-1,"Course: COMM 304 — Gender and Communication Subject: Communication (COMM) Credits: 3 Description: Speech differences and universals across genders. Talk in gendered interaction. Communication in romantic relationships. Gender issues in work and other settings. Prerequisites: COMM 101 and COMM 103 and Credit or concurrent registration in COMM 102 and Credit or concurrent registration in COMM 200 ; or GWS 204. Credit or concurrent registration in COMM 102 and Credit or concurrent registration in COMM 200 Corequisites: Credit or concurrent registration in COMM 102 and Credit or concurrent registration in COMM 200 Course Information: Same as GWS 304. Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested. Prereq Codes (parsed): COMM 102, COMM 200 Coreq Codes (parsed): COMM 102, COMM 200",COMM 304,Gender and Communication,Communication (COMM),COMM,3,3.0,3.0,"['COMM 102', 'COMM 200']","['COMM 102', 'COMM 200']",https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-304-gender-and-communication::060ccf05d333,1,1
comm-305-technology-and-wellness::5d5f037e6067::chunk-1,"Course: COMM 305 — Technology and Wellness Subject: Communication (COMM) Credits: 3 Description: Wellness within new media technology studies. Focus on how wellness is communicated, branded, and supported and/or hindered through digital media. Emphasis on healthism, moralization, social support, capitalism, neoliberalism, and misinformation. Prerequisites: COMM 101 and COMM 103 and Credit or concurrent registration in COMM 102 ; and Credit or concurrent registration in COMM 200. Credit or concurrent registration in COMM 102 Credit or concurrent registration in COMM 200 Corequisites: Credit or concurrent registration in COMM 102 Credit or concurrent registration in COMM 200 Course Information: Some sections may be offered fully online or in a blended-online course setting. Consult the Schedule of Classes for mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested. Prereq Codes (parsed): COMM 102, COMM 200 Coreq Codes (parsed): COMM 102, COMM 200",COMM 305,Technology and Wellness,Communication (COMM),COMM,3,3.0,3.0,"['COMM 102', 'COMM 200']","['COMM 102', 'COMM 200']",https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-305-technology-and-wellness::5d5f037e6067,1,1
comm-306-organizational-communication::ad57d24ec9eb::chunk-1,"Course: COMM 306 — Organizational Communication Subject: Communication (COMM) Credits: 3 Description: Examination of communication issues in organizational settings. Exposure to topics such as rules, networks, leadership, and decision making as well as methods of analyzing communication problems. Prerequisites: COMM 101 and COMM 103 ; and Credit or concurrent registration in COMM 102 ; and Credit or concurrent registration in COMM 200. Credit or concurrent registration in COMM 102 Credit or concurrent registration in COMM 200 Corequisites: Credit or concurrent registration in COMM 102 Credit or concurrent registration in COMM 200 Course Information: Some sections may be offered fully online or in a blended-online and classroom course setting. Consult the Schedule of Classes for the mode of instruction. Use of computer and internet access is required for all online and blended sections. A high speed connection, while not required, is strongly suggested. Prereq Codes (parsed): COMM 102, COMM 200 Coreq Codes (parsed): COMM 102, COMM 200",COMM 306,Organizational Communication,Communication (COMM),COMM,3,3.0,3.0,"['COMM 102', 'COMM 200']","['COMM 102', 'COMM 200']",https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-306-organizational-communication::ad57d24ec9eb,1,1
comm-309-environmental-communication::880aad092727::chunk-1,"Course: COMM 309 — Environmental Communication Subject: Communication (COMM) Credits: 3 Description: Description and analysis of communication practices about environmental issues with attention to conflict resolution, media coverage, advocacy initiatives and marketing campaigns. Prerequisites: COMM 101 and COMM 103 ; and Credit or concurrent registration in COMM 102 ; and Credit or concurrent registration in COMM 200. Credit or concurrent registration in COMM 102 Credit or concurrent registration in COMM 200 Corequisites: Credit or concurrent registration in COMM 102 Credit or concurrent registration in COMM 200 Prereq Codes (parsed): COMM 102, COMM 200 Coreq Codes (parsed): COMM 102, COMM 200",COMM 309,Environmental Communication,Communication (COMM),COMM,3,3.0,3.0,"['COMM 102', 'COMM 200']","['COMM 102', 'COMM 200']",https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-309-environmental-communication::880aad092727,1,1
comm-311-interviewing-and-communication::4d9a01f365ab::chunk-1,"Course: COMM 311 — Interviewing and Communication Subject: Communication (COMM) Credits: 3 Description: Study of the forms and principles of information-seeking interviews, with special attention to fact-finding and data gathering missions. Prerequisites: COMM 101 and COMM 103 ; and Credit or concurrent registration in COMM 102 and Credit or concurrent registration in COMM 200. Credit or concurrent registration in COMM 102 and Credit or concurrent registration in COMM 200 Corequisites: Credit or concurrent registration in COMM 102 and Credit or concurrent registration in COMM 200 Prereq Codes (parsed): COMM 102, COMM 200 Coreq Codes (parsed): COMM 102, COMM 200",COMM 311,Interviewing and Communication,Communication (COMM),COMM,3,3.0,3.0,"['COMM 102', 'COMM 200']","['COMM 102', 'COMM 200']",https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-311-interviewing-and-communication::4d9a01f365ab,1,1
comm-315-group-communication::53710d4b9216::chunk-1,"Course: COMM 315 — Group Communication Subject: Communication (COMM) Credits: 3 Description: Study and practice in the theories and techniques of group communication; the nature of small group decision-making; observation and analysis of established work groups. Prerequisites: COMM 101 and COMM 103 ; and Credit or concurrent registration in COMM 102 ; and Credit or concurrent registration in COMM 200. Credit or concurrent registration in COMM 102 Credit or concurrent registration in COMM 200 Corequisites: Credit or concurrent registration in COMM 102 Credit or concurrent registration in COMM 200 Prereq Codes (parsed): COMM 102, COMM 200 Coreq Codes (parsed): COMM 102, COMM 200",COMM 315,Group Communication,Communication (COMM),COMM,3,3.0,3.0,"['COMM 102', 'COMM 200']","['COMM 102', 'COMM 200']",https://catalog.uic.edu/ucat/course-descriptions/comm/,comm-315-group-communication::53710d4b9216,1,1
